lineage	month	lineage_counts_covspectrum	lineage_counts_genbank	total_counts_covspectrum	total_counts_genbank	monthly_frequency_covspectrum	monthly_frequency_genbank
B.1.1.344	2020-04	5	5	42998	34914	0.000116	0.000143
B.1.69	2020-04	6	5	42998	34914	0.00014	0.000143
N.1	2020-04	5	5	42998	34914	0.000116	0.000143
B.1.351	2020-04	6	2	42998	34914	0.00014	5.73e-05
B.1.6	2020-04	6	3	42998	34914	0.00014	8.59e-05
B.1.1.185	2020-04	5	1	42998	34914	0.000116	2.86e-05
B.1.1.82	2020-04	5	4	42998	34914	0.000116	0.000115
B.1.245	2020-04	5	4	42998	34914	0.000116	0.000115
B.1.293	2020-04	5	0	42998	34914	0.000116	0
B.1.333	2020-04	5	3	42998	34914	0.000116	8.59e-05
B.1.334	2020-04	5	4	42998	34914	0.000116	0.000115
B.1.473	2020-04	5	1	42998	34914	0.000116	2.86e-05
B.1.521	2020-04	5	2	42998	34914	0.000116	5.73e-05
B.1.564	2020-04	5	2	42998	34914	0.000116	5.73e-05
B.1.607	2020-04	5	2	42998	34914	0.000116	5.73e-05
B.12	2020-04	5	3	42998	34914	0.000116	8.59e-05
B.1.1.244	2020-04	4	4	42998	34914	9.3e-05	0.000115
B.1.301	2020-04	4	4	42998	34914	9.3e-05	0.000115
B.1.397	2020-04	4	4	42998	34914	9.3e-05	0.000115
B.1.479	2020-04	4	4	42998	34914	9.3e-05	0.000115
B.1.589	2020-04	4	4	42998	34914	9.3e-05	0.000115
C.36	2020-04	4	4	42998	34914	9.3e-05	0.000115
A.11	2020-04	4	3	42998	34914	9.3e-05	8.59e-05
A.12	2020-04	4	3	42998	34914	9.3e-05	8.59e-05
B.1.1.192	2020-04	4	3	42998	34914	9.3e-05	8.59e-05
B.1.1.275	2020-04	4	3	42998	34914	9.3e-05	8.59e-05
B.1.111	2020-04	4	3	42998	34914	9.3e-05	8.59e-05
B.1.120	2020-04	4	1	42998	34914	9.3e-05	2.86e-05
B.1.126	2020-04	4	1	42998	34914	9.3e-05	2.86e-05
B.1.177	2020-04	4	3	42998	34914	9.3e-05	8.59e-05
B.1.350	2020-04	4	2	42998	34914	9.3e-05	5.73e-05
B.1.36.8	2020-04	4	3	42998	34914	9.3e-05	8.59e-05
B.1.453	2020-04	4	1	42998	34914	9.3e-05	2.86e-05
B.1.596	2020-04	4	0	42998	34914	9.3e-05	0
B.1.1.210	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.1.222	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.1.261	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.1.317	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.167	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.227	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.258	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.483	2020-04	3	3	42998	34914	6.98e-05	8.59e-05
B.1.1.121	2020-04	3	0	42998	34914	6.98e-05	0
B.1.1.174	2020-04	3	1	42998	34914	6.98e-05	2.86e-05
B.1.1.208	2020-04	3	2	42998	34914	6.98e-05	5.73e-05
B.1.1.37	2020-04	3	0	42998	34914	6.98e-05	0
B.1.1.67	2020-04	3	0	42998	34914	6.98e-05	0
B.1.103	2020-04	3	2	42998	34914	6.98e-05	5.73e-05
B.1.211	2020-04	3	1	42998	34914	6.98e-05	2.86e-05
B.1.338	2020-04	3	0	42998	34914	6.98e-05	0
B.1.446	2020-04	3	0	42998	34914	6.98e-05	0
B.1.566	2020-04	3	1	42998	34914	6.98e-05	2.86e-05
B.1.572	2020-04	3	2	42998	34914	6.98e-05	5.73e-05
B.1.578	2020-04	3	2	42998	34914	6.98e-05	5.73e-05
B.1.9.1	2020-04	3	2	42998	34914	6.98e-05	5.73e-05
B.41	2020-04	3	1	42998	34914	6.98e-05	2.86e-05
B.1.1.197	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.214	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.29	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.294	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.306	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.462	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.513	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.98	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.1.99	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.110.1	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.381	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.422	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.424	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.468	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.520	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.576	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.9.5	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.1.96	2020-04	2	2	42998	34914	4.65e-05	5.73e-05
B.37	2020-04	1	2	42998	34914	2.33e-05	5.73e-05
B.1.1.122	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.1.132	2020-04	2	0	42998	34914	4.65e-05	0
B.1.1.135	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.1.25	2020-04	2	0	42998	34914	4.65e-05	0
B.1.1.34	2020-04	2	0	42998	34914	4.65e-05	0
B.1.1.379	2020-04	2	0	42998	34914	4.65e-05	0
B.1.1.398	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.1.482	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.1.487	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.1.74	2020-04	2	0	42998	34914	4.65e-05	0
B.1.189	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.219	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.231	2020-04	2	0	42998	34914	4.65e-05	0
B.1.237	2020-04	2	0	42998	34914	4.65e-05	0
B.1.284	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.311	2020-04	2	0	42998	34914	4.65e-05	0
B.1.343	2020-04	2	0	42998	34914	4.65e-05	0
B.1.435	2020-04	2	0	42998	34914	4.65e-05	0
B.1.505	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
B.1.535	2020-04	2	0	42998	34914	4.65e-05	0
B.1.579	2020-04	2	0	42998	34914	4.65e-05	0
B.1.590	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
D.2	2020-04	2	1	42998	34914	4.65e-05	2.86e-05
XBB.1.5	2020-04	2	0	42998	34914	4.65e-05	0
AY.44	2020-04	0	1	42998	34914	0	2.86e-05
B.1.1.119	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.168	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.189	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.282	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.283	2020-04	0	1	42998	34914	0	2.86e-05
B.1.1.329	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.406	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.438	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.480	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.514	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.55	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.1.95	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.115	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.116	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.177.20	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.182	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.205	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.214	2020-04	0	1	42998	34914	0	2.86e-05
B.1.239	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.241	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.249	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.263	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.308	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.346	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.400	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.409	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.428.2	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.445	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.499	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.523	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.524	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.558	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.597	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.1.605	2020-04	0	1	42998	34914	0	2.86e-05
B.1.617.2	2020-04	0	1	42998	34914	0	2.86e-05
B.1.9.2	2020-04	0	1	42998	34914	0	2.86e-05
B.36	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.38	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.4.1	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.4.6	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
B.56	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
BA.2.10	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
BA.5.1.10	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
C.35	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
P.2	2020-04	1	1	42998	34914	2.33e-05	2.86e-05
AY.36	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.148	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.178	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.319	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.366	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.391	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.4	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.409	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.412	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.416	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.44	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.440	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.54	2020-04	1	0	42998	34914	2.33e-05	0
B.1.1.57	2020-04	1	0	42998	34914	2.33e-05	0
B.1.118	2020-04	1	0	42998	34914	2.33e-05	0
B.1.160	2020-04	1	0	42998	34914	2.33e-05	0
B.1.169	2020-04	1	0	42998	34914	2.33e-05	0
B.1.170	2020-04	1	0	42998	34914	2.33e-05	0
B.1.208	2020-04	1	0	42998	34914	2.33e-05	0
B.1.221.2	2020-04	1	0	42998	34914	2.33e-05	0
B.1.240	2020-04	1	0	42998	34914	2.33e-05	0
B.1.313	2020-04	1	0	42998	34914	2.33e-05	0
B.1.354	2020-04	1	0	42998	34914	2.33e-05	0
B.1.36.16	2020-04	1	0	42998	34914	2.33e-05	0
B.1.367	2020-04	1	0	42998	34914	2.33e-05	0
B.1.398	2020-04	1	0	42998	34914	2.33e-05	0
B.1.403	2020-04	1	0	42998	34914	2.33e-05	0
B.1.434	2020-04	1	0	42998	34914	2.33e-05	0
B.1.466.2	2020-04	1	0	42998	34914	2.33e-05	0
B.1.476	2020-04	1	0	42998	34914	2.33e-05	0
B.1.510	2020-04	1	0	42998	34914	2.33e-05	0
B.1.513	2020-04	1	0	42998	34914	2.33e-05	0
B.1.540	2020-04	1	0	42998	34914	2.33e-05	0
B.1.617	2020-04	1	0	42998	34914	2.33e-05	0
XBB.1.5.8	2020-04	1	0	42998	34914	2.33e-05	0
B.1	2020-05	7635	6037	25014	20286	0.305	0.298
B.1.1	2020-05	4936	4259	25014	20286	0.197	0.21
B.1.1.369	2020-05	717	580	25014	20286	0.0287	0.0286
B.1.93	2020-05	450	355	25014	20286	0.018	0.0175
A.1	2020-05	303	314	25014	20286	0.0121	0.0155
B.1.1.1	2020-05	333	294	25014	20286	0.0133	0.0145
B.1.1.372	2020-05	317	283	25014	20286	0.0127	0.014
B	2020-05	325	239	25014	20286	0.013	0.0118
B.1.320	2020-05	229	219	25014	20286	0.00915	0.0108
B.1.371	2020-05	202	204	25014	20286	0.00808	0.0101
B.1.243	2020-05	192	192	25014	20286	0.00768	0.00946
B.1.222	2020-05	230	33	25014	20286	0.00919	0.00163
B.1.1.10	2020-05	214	185	25014	20286	0.00856	0.00912
B.40	2020-05	224	165	25014	20286	0.00895	0.00813
B.1.201	2020-05	202	162	25014	20286	0.00808	0.00799
B.1.289	2020-05	152	156	25014	20286	0.00608	0.00769
B.1.391	2020-05	187	146	25014	20286	0.00748	0.0072
B.1.1.83	2020-05	140	146	25014	20286	0.0056	0.0072
B.1.1.289	2020-05	153	143	25014	20286	0.00612	0.00705
B.1.384	2020-05	176	138	25014	20286	0.00704	0.0068
B.1.426	2020-05	149	133	25014	20286	0.00596	0.00656
B.1.595	2020-05	156	133	25014	20286	0.00624	0.00656
B.1.369	2020-05	108	109	25014	20286	0.00432	0.00537
B.1.142	2020-05	114	105	25014	20286	0.00456	0.00518
B.1.225	2020-05	121	95	25014	20286	0.00484	0.00468
B.1.492	2020-05	117	28	25014	20286	0.00468	0.00138
A	2020-05	116	75	25014	20286	0.00464	0.0037
B.1.301	2020-05	112	81	25014	20286	0.00448	0.00399
B.1.124	2020-05	87	82	25014	20286	0.00348	0.00404
B.1.609	2020-05	82	79	25014	20286	0.00328	0.00389
B.3.1	2020-05	89	78	25014	20286	0.00356	0.00385
B.1.1.113	2020-05	95	71	25014	20286	0.0038	0.0035
B.1.252	2020-05	80	76	25014	20286	0.0032	0.00375
B.1.315	2020-05	88	70	25014	20286	0.00352	0.00345
B.1.1.220	2020-05	83	68	25014	20286	0.00332	0.00335
B.1.120	2020-05	73	66	25014	20286	0.00292	0.00325
B.1.110	2020-05	69	63	25014	20286	0.00276	0.00311
B.1.1.3	2020-05	71	61	25014	20286	0.00284	0.00301
B.1.485	2020-05	56	61	25014	20286	0.00224	0.00301
B.6	2020-05	72	55	25014	20286	0.00288	0.00271
B.1.1.363	2020-05	61	58	25014	20286	0.00244	0.00286
B.1.1.26	2020-05	59	57	25014	20286	0.00236	0.00281
B.1.1.8	2020-05	68	57	25014	20286	0.00272	0.00281
B.1.232	2020-05	62	56	25014	20286	0.00248	0.00276
B.1.8	2020-05	63	56	25014	20286	0.00252	0.00276
B.1.104	2020-05	64	54	25014	20286	0.00256	0.00266
B.45	2020-05	66	44	25014	20286	0.00264	0.00217
B.1.2	2020-05	54	53	25014	20286	0.00216	0.00261
B.1.503	2020-05	31	52	25014	20286	0.00124	0.00256
B.1.338	2020-05	64	7	25014	20286	0.00256	0.000345
B.1.518	2020-05	62	48	25014	20286	0.00248	0.00237
B.1.117	2020-05	52	50	25014	20286	0.00208	0.00246
B.1.1.29	2020-05	55	49	25014	20286	0.0022	0.00242
B.1.465	2020-05	58	49	25014	20286	0.00232	0.00242
B.1.1.33	2020-05	59	43	25014	20286	0.00236	0.00212
B.1.435	2020-05	59	30	25014	20286	0.00236	0.00148
B.3	2020-05	59	47	25014	20286	0.00236	0.00232
B.1.1.194	2020-05	58	39	25014	20286	0.00232	0.00192
B.1.13	2020-05	58	47	25014	20286	0.00232	0.00232
B.1.22	2020-05	58	24	25014	20286	0.00232	0.00118
B.1.1.291	2020-05	47	47	25014	20286	0.00188	0.00232
B.1.390	2020-05	54	47	25014	20286	0.00216	0.00232
B.1.1.419	2020-05	55	0	25014	20286	0.0022	0
B.1.515	2020-05	55	40	25014	20286	0.0022	0.00197
A.2.3	2020-05	54	36	25014	20286	0.00216	0.00177
B.1.223	2020-05	54	32	25014	20286	0.00216	0.00158
B.1.319	2020-05	44	43	25014	20286	0.00176	0.00212
B.1.1.61	2020-05	53	28	25014	20286	0.00212	0.00138
B.1.105	2020-05	42	42	25014	20286	0.00168	0.00207
B.1.1.164	2020-05	51	40	25014	20286	0.00204	0.00197
B.1.44	2020-05	43	41	25014	20286	0.00172	0.00202
B.1.103	2020-05	34	40	25014	20286	0.00136	0.00197
B.1.14	2020-05	45	40	25014	20286	0.0018	0.00197
B.1.241	2020-05	39	39	25014	20286	0.00156	0.00192
B.1.418	2020-05	47	38	25014	20286	0.00188	0.00187
B.33	2020-05	47	20	25014	20286	0.00188	0.000986
B.1.1.14	2020-05	45	38	25014	20286	0.0018	0.00187
B.1.1.41	2020-05	40	37	25014	20286	0.0016	0.00182
B.1.1.25	2020-05	38	36	25014	20286	0.00152	0.00177
B.1.229	2020-05	40	36	25014	20286	0.0016	0.00177
B.1.579	2020-05	36	35	25014	20286	0.00144	0.00173
A.2.2	2020-05	43	16	25014	20286	0.00172	0.000789
B.1.356	2020-05	43	32	25014	20286	0.00172	0.00158
B.39	2020-05	43	34	25014	20286	0.00172	0.00168
B.1.1.270	2020-05	37	34	25014	20286	0.00148	0.00168
B.1.36	2020-05	26	34	25014	20286	0.00104	0.00168
B.23	2020-05	41	29	25014	20286	0.00164	0.00143
B.1.330	2020-05	38	33	25014	20286	0.00152	0.00163
B.1.36.8	2020-05	40	33	25014	20286	0.0016	0.00163
B.1.473	2020-05	40	26	25014	20286	0.0016	0.00128
B.28	2020-05	37	31	25014	20286	0.00148	0.00153
B.1.35	2020-05	38	30	25014	20286	0.00152	0.00148
B.1.1.43	2020-05	37	27	25014	20286	0.00148	0.00133
B.1.157	2020-05	37	30	25014	20286	0.00148	0.00148
B.1.413	2020-05	37	30	25014	20286	0.00148	0.00148
B.1.168	2020-05	33	30	25014	20286	0.00132	0.00148
B.1.595.4	2020-05	32	30	25014	20286	0.00128	0.00148
B.1.1.28	2020-05	36	22	25014	20286	0.00144	0.00108
B.1.166	2020-05	36	26	25014	20286	0.00144	0.00128
B.1.453	2020-05	36	21	25014	20286	0.00144	0.00104
B.1.256	2020-05	35	24	25014	20286	0.0014	0.00118
B.1.1.98	2020-05	34	28	25014	20286	0.00136	0.00138
B.1.383	2020-05	29	28	25014	20286	0.00116	0.00138
B.1.1.172	2020-05	34	15	25014	20286	0.00136	0.000739
B.1.165	2020-05	27	27	25014	20286	0.00108	0.00133
B.1.199	2020-05	33	24	25014	20286	0.00132	0.00118
B.1.1.142	2020-05	32	12	25014	20286	0.00128	0.000592
B.1.112	2020-05	32	21	25014	20286	0.00128	0.00104
B.1.215	2020-05	32	18	25014	20286	0.00128	0.000887
B.1.1.49	2020-05	31	7	25014	20286	0.00124	0.000345
B.1.96	2020-05	31	12	25014	20286	0.00124	0.000592
B.1.213	2020-05	25	25	25014	20286	0.000999	0.00123
B.1.439	2020-05	26	25	25014	20286	0.00104	0.00123
A.3	2020-05	30	24	25014	20286	0.0012	0.00118
B.1.370	2020-05	30	8	25014	20286	0.0012	0.000394
B.1.1.274	2020-05	24	24	25014	20286	0.000959	0.00118
B.1.40	2020-05	28	24	25014	20286	0.00112	0.00118
N.4	2020-05	24	24	25014	20286	0.000959	0.00118
B.1.1.111	2020-05	29	12	25014	20286	0.00116	0.000592
B.1.1.119	2020-05	22	23	25014	20286	0.00088	0.00113
B.1.1.208	2020-05	27	23	25014	20286	0.00108	0.00113
B.1.1.296	2020-05	28	17	25014	20286	0.00112	0.000838
B.1.1.459	2020-05	28	16	25014	20286	0.00112	0.000789
B.1.162	2020-05	28	16	25014	20286	0.00112	0.000789
B.1.311	2020-05	28	6	25014	20286	0.00112	0.000296
B.1.9.1	2020-05	28	21	25014	20286	0.00112	0.00104
A.2	2020-05	23	22	25014	20286	0.000919	0.00108
A.5	2020-05	25	22	25014	20286	0.000999	0.00108
B.1.1.134	2020-05	23	22	25014	20286	0.000919	0.00108
B.1.111	2020-05	24	22	25014	20286	0.000959	0.00108
B.1.254	2020-05	26	22	25014	20286	0.00104	0.00108
B.1.147	2020-05	27	17	25014	20286	0.00108	0.000838
B.57	2020-05	21	21	25014	20286	0.00084	0.00104
B.1.1.395	2020-05	25	13	25014	20286	0.000999	0.000641
B.1.1.71	2020-05	25	16	25014	20286	0.000999	0.000789
B.1.1.132	2020-05	23	20	25014	20286	0.000919	0.000986
B.1.1.279	2020-05	22	20	25014	20286	0.00088	0.000986
B.1.151	2020-05	22	20	25014	20286	0.00088	0.000986
B.29	2020-05	24	9	25014	20286	0.000959	0.000444
B.1.248	2020-05	23	16	25014	20286	0.000919	0.000789
B.1.260	2020-05	23	2	25014	20286	0.000919	9.86e-05
B.1.1.360	2020-05	18	18	25014	20286	0.00072	0.000887
B.1.308	2020-05	22	13	25014	20286	0.00088	0.000641
B.1.332	2020-05	22	15	25014	20286	0.00088	0.000739
B.1.187	2020-05	21	9	25014	20286	0.00084	0.000444
B.1.1.219	2020-05	20	17	25014	20286	0.0008	0.000838
B.1.91	2020-05	20	17	25014	20286	0.0008	0.000838
B.1.78	2020-05	20	6	25014	20286	0.0008	0.000296
B.46	2020-05	18	16	25014	20286	0.00072	0.000789
B.10	2020-05	19	14	25014	20286	0.00076	0.00069
B.1.210	2020-05	15	15	25014	20286	0.0006	0.000739
B.1.314	2020-05	15	15	25014	20286	0.0006	0.000739
B.1.323	2020-05	15	15	25014	20286	0.0006	0.000739
B.26	2020-05	17	15	25014	20286	0.00068	0.000739
B.1.1.231	2020-05	5	14	25014	20286	0.0002	0.00069
B.1.1.480	2020-05	14	14	25014	20286	0.00056	0.00069
B.1.108	2020-05	14	14	25014	20286	0.00056	0.00069
B.1.110.3	2020-05	17	14	25014	20286	0.00068	0.00069
B.1.274	2020-05	15	14	25014	20286	0.0006	0.00069
B.1.360	2020-05	13	14	25014	20286	0.00052	0.00069
B.19	2020-05	14	14	25014	20286	0.00056	0.00069
B.35	2020-05	17	14	25014	20286	0.00068	0.00069
N.6	2020-05	14	14	25014	20286	0.00056	0.00069
B.1.1.82	2020-05	17	13	25014	20286	0.00068	0.000641
B.1.395	2020-05	17	13	25014	20286	0.00068	0.000641
B.1.9	2020-05	17	7	25014	20286	0.00068	0.000345
B.31	2020-05	17	9	25014	20286	0.00068	0.000444
B.4.5	2020-05	17	2	25014	20286	0.00068	9.86e-05
B.1.1.222	2020-05	15	13	25014	20286	0.0006	0.000641
B.1.1.48	2020-05	11	13	25014	20286	0.00044	0.000641
B.1.1.57	2020-05	13	13	25014	20286	0.00052	0.000641
B.1.1.89	2020-05	15	13	25014	20286	0.0006	0.000641
B.1.245	2020-05	14	13	25014	20286	0.00056	0.000641
B.1.431	2020-05	13	13	25014	20286	0.00052	0.000641
B.1.1.378	2020-05	16	9	25014	20286	0.00064	0.000444
B.1.381	2020-05	16	10	25014	20286	0.00064	0.000493
B.1.1.166	2020-05	15	9	25014	20286	0.0006	0.000444
B.1.1.168	2020-05	15	12	25014	20286	0.0006	0.000592
B.1.1.55	2020-05	13	12	25014	20286	0.00052	0.000592
B.1.126	2020-05	14	12	25014	20286	0.00056	0.000592
B.1.491	2020-05	13	12	25014	20286	0.00052	0.000592
B.1.507	2020-05	13	12	25014	20286	0.00052	0.000592
B.1.81	2020-05	14	12	25014	20286	0.00056	0.000592
B.1.1.171	2020-05	14	11	25014	20286	0.00056	0.000542
B.1.220	2020-05	14	2	25014	20286	0.00056	9.86e-05
B.1.521	2020-05	14	11	25014	20286	0.00056	0.000542
B.1.1.7	2020-05	2	11	25014	20286	8e-05	0.000542
B.1.1.70	2020-05	11	11	25014	20286	0.00044	0.000542
B.1.139	2020-05	11	11	25014	20286	0.00044	0.000542
B.1.189	2020-05	11	11	25014	20286	0.00044	0.000542
B.1.341	2020-05	11	11	25014	20286	0.00044	0.000542
B.1.37	2020-05	0	11	25014	20286	0	0.000542
B.1.462	2020-05	12	11	25014	20286	0.00048	0.000542
B.1.557	2020-05	11	11	25014	20286	0.00044	0.000542
B.1.607	2020-05	13	11	25014	20286	0.00052	0.000542
B.1.97	2020-05	13	11	25014	20286	0.00052	0.000542
B.1.382	2020-05	13	0	25014	20286	0.00052	0
B.4	2020-05	13	9	25014	20286	0.00052	0.000444
B.1.1.304	2020-05	1	10	25014	20286	4e-05	0.000493
B.1.1.40	2020-05	12	10	25014	20286	0.00048	0.000493
B.1.239	2020-05	8	10	25014	20286	0.00032	0.000493
B.1.366	2020-05	12	10	25014	20286	0.00048	0.000493
B.1.400	2020-05	11	10	25014	20286	0.00044	0.000493
B.1.442	2020-05	1	10	25014	20286	4e-05	0.000493
B.1.516	2020-05	10	10	25014	20286	0.0004	0.000493
B.1.558	2020-05	11	10	25014	20286	0.00044	0.000493
B.1.76	2020-05	10	10	25014	20286	0.0004	0.000493
B.11	2020-05	12	10	25014	20286	0.00048	0.000493
B.18	2020-05	10	10	25014	20286	0.0004	0.000493
B.20	2020-05	10	10	25014	20286	0.0004	0.000493
B.52	2020-05	11	10	25014	20286	0.00044	0.000493
B.1.143	2020-05	12	9	25014	20286	0.00048	0.000444
N.1	2020-05	12	8	25014	20286	0.00048	0.000394
B.1.1.197	2020-05	11	9	25014	20286	0.00044	0.000444
B.1.1.257	2020-05	10	9	25014	20286	0.0004	0.000444
B.1.1.277	2020-05	10	9	25014	20286	0.0004	0.000444
B.1.1.464	2020-05	10	9	25014	20286	0.0004	0.000444
B.1.106	2020-05	9	9	25014	20286	0.00036	0.000444
B.1.397	2020-05	9	9	25014	20286	0.00036	0.000444
B.1.533	2020-05	7	9	25014	20286	0.00028	0.000444
B.1.559	2020-05	10	9	25014	20286	0.0004	0.000444
B.4.7	2020-05	10	9	25014	20286	0.0004	0.000444
B.6.6	2020-05	7	9	25014	20286	0.00028	0.000444
C.27	2020-05	10	9	25014	20286	0.0004	0.000444
B.1.1.137	2020-05	11	8	25014	20286	0.00044	0.000394
B.1.508	2020-05	11	8	25014	20286	0.00044	0.000394
B.32	2020-05	11	5	25014	20286	0.00044	0.000246
B.1.250	2020-05	10	8	25014	20286	0.0004	0.000394
B.1.333	2020-05	10	0	25014	20286	0.0004	0
B.1.336	2020-05	10	8	25014	20286	0.0004	0.000394
B.1.344	2020-05	10	5	25014	20286	0.0004	0.000246
B.30	2020-05	10	8	25014	20286	0.0004	0.000394
B.1.1.213	2020-05	9	8	25014	20286	0.00036	0.000394
B.1.167	2020-05	8	8	25014	20286	0.00032	0.000394
B.1.198	2020-05	8	8	25014	20286	0.00032	0.000394
B.1.379	2020-05	9	8	25014	20286	0.00036	0.000394
B.1.445	2020-05	9	8	25014	20286	0.00036	0.000394
C.26	2020-05	8	8	25014	20286	0.00032	0.000394
B.1.1.154	2020-05	9	6	25014	20286	0.00036	0.000296
B.1.128	2020-05	7	7	25014	20286	0.00028	0.000345
B.1.3	2020-05	8	7	25014	20286	0.00032	0.000345
B.1.321	2020-05	7	7	25014	20286	0.00028	0.000345
B.1.324	2020-05	8	7	25014	20286	0.00032	0.000345
B.1.359	2020-05	8	7	25014	20286	0.00032	0.000345
B.1.399	2020-05	7	7	25014	20286	0.00028	0.000345
B.1.496	2020-05	8	7	25014	20286	0.00032	0.000345
B.1.1.189	2020-05	8	0	25014	20286	0.00032	0
B.1.1.198	2020-05	8	5	25014	20286	0.00032	0.000246
B.1.1.487	2020-05	8	6	25014	20286	0.00032	0.000296
B.1.23	2020-05	8	3	25014	20286	0.00032	0.000148
B.1.247	2020-05	8	0	25014	20286	0.00032	0
